,Ticker,CIK,10-K Report Date,Notes Link,10-K Report Page URL
253,NCI Inc,0001334478,2008-03-07,NCI Inc_2008-03-07_report_1.html,https://www.sec.gov/Archives/edgar/data/0001334478/0001193125-08-049421-index.htm
254,NCI Inc,0001334478,2007-03-09,NCI Inc_2007-03-09_report_0.html,https://www.sec.gov/Archives/edgar/data/0001334478/0001193125-07-050182-index.htm
255,Nelnet Inc,0001258602,2009-03-03,Nelnet Inc_2009-03-03_report_0.html,https://www.sec.gov/Archives/edgar/data/0001258602/0001362310-09-003070-index.htm
256,Nelnet Inc,0001258602,2009-03-03,Nelnet Inc_2009-03-03_report_1.html,https://www.sec.gov/Archives/edgar/data/0001258602/0001362310-09-003070-index.htm
257,Nelnet Inc,0001258602,2008-02-29,Nelnet Inc_2008-02-29_report_0.html,https://www.sec.gov/Archives/edgar/data/0001258602/0001362310-08-001178-index.htm
258,Nelnet Inc,0001258602,2008-02-29,Nelnet Inc_2008-02-29_report_1.html,https://www.sec.gov/Archives/edgar/data/0001258602/0001362310-08-001178-index.htm
259,Nelnet Inc,0001258602,2008-02-29,Nelnet Inc_2008-02-29_report_2.html,https://www.sec.gov/Archives/edgar/data/0001258602/0001362310-08-001178-index.htm
260,Nelnet Inc,0001258602,2008-02-29,Nelnet Inc_2008-02-29_report_3.html,https://www.sec.gov/Archives/edgar/data/0001258602/0001362310-08-001178-index.htm
261,Nelnet Inc,0001258602,2008-02-29,Nelnet Inc_2008-02-29_report_4.html,https://www.sec.gov/Archives/edgar/data/0001258602/0001362310-08-001178-index.htm
262,Nelnet Inc,0001258602,2008-02-29,Nelnet Inc_2008-02-29_report_5.html,https://www.sec.gov/Archives/edgar/data/0001258602/0001362310-08-001178-index.htm
263,Nelnet Inc,0001258602,2008-02-29,Nelnet Inc_2008-02-29_report_6.html,https://www.sec.gov/Archives/edgar/data/0001258602/0001362310-08-001178-index.htm
264,Nelnet Inc,0001258602,2007-03-01,Nelnet Inc_2007-03-01_report_0.html,https://www.sec.gov/Archives/edgar/data/0001258602/0000950137-07-003140-index.htm
265,Nelnet Inc,0001258602,2007-03-01,Nelnet Inc_2007-03-01_report_1.html,https://www.sec.gov/Archives/edgar/data/0001258602/0000950137-07-003140-index.htm
266,Nelnet Inc,0001258602,2007-03-01,Nelnet Inc_2007-03-01_report_2.html,https://www.sec.gov/Archives/edgar/data/0001258602/0000950137-07-003140-index.htm
267,Nelnet Inc,0001258602,2007-03-01,Nelnet Inc_2007-03-01_report_3.html,https://www.sec.gov/Archives/edgar/data/0001258602/0000950137-07-003140-index.htm
268,NuStar Energy LP,0001110805,2017-02-23,https://www.sec.gov/Archives/edgar/data/0001110805/000111080517000006/R11.htm,https://www.sec.gov/Archives/edgar/data/0001110805/0001110805-17-000006-index.htm
269,NuStar Energy LP,0001110805,2016-02-25,https://www.sec.gov/Archives/edgar/data/0001110805/000111080516000046/R11.htm,https://www.sec.gov/Archives/edgar/data/0001110805/0001110805-16-000046-index.htm
270,NuStar Energy LP,0001110805,2015-02-26,https://www.sec.gov/Archives/edgar/data/0001110805/000111080515000010/R12.htm,https://www.sec.gov/Archives/edgar/data/0001110805/0001110805-15-000010-index.htm
271,NuStar Energy LP,0001110805,2014-03-03,https://www.sec.gov/Archives/edgar/data/0001110805/000111080514000010/R12.htm,https://www.sec.gov/Archives/edgar/data/0001110805/0001110805-14-000010-index.htm
272,NuStar Energy LP,0001110805,2013-03-01,https://www.sec.gov/Archives/edgar/data/0001110805/000111080513000002/R12.htm,https://www.sec.gov/Archives/edgar/data/0001110805/0001110805-13-000002-index.htm
273,NuStar Energy LP,0001110805,2012-02-28,https://www.sec.gov/Archives/edgar/data/0001110805/000111080512000002/R12.htm,https://www.sec.gov/Archives/edgar/data/0001110805/0001110805-12-000002-index.htm
274,NuStar Energy LP,0001110805,2011-02-25,NuStar Energy LP_2011-02-25_report_0.html,https://www.sec.gov/Archives/edgar/data/0001110805/0001193125-11-047582-index.htm
275,NuStar Energy LP,0001110805,2011-02-25,NuStar Energy LP_2011-02-25_report_1.html,https://www.sec.gov/Archives/edgar/data/0001110805/0001193125-11-047582-index.htm
276,NuStar Energy LP,0001110805,2010-02-26,NuStar Energy LP_2010-02-26_report_0.html,https://www.sec.gov/Archives/edgar/data/0001110805/0001193125-10-043080-index.htm
277,NuStar Energy LP,0001110805,2009-02-27,NuStar Energy LP_2009-02-27_report_0.html,https://www.sec.gov/Archives/edgar/data/0001110805/0001193125-09-040717-index.htm
278,NuStar Energy LP,0001110805,2008-02-29,NuStar Energy LP_2008-02-29_report_0.html,https://www.sec.gov/Archives/edgar/data/0001110805/0001193125-08-042138-index.htm
279,NuStar Energy LP,0001110805,2008-02-29,NuStar Energy LP_2008-02-29_report_1.html,https://www.sec.gov/Archives/edgar/data/0001110805/0001193125-08-042138-index.htm
280,NuStar Energy LP,0001110805,2008-02-29,NuStar Energy LP_2008-02-29_report_2.html,https://www.sec.gov/Archives/edgar/data/0001110805/0001193125-08-042138-index.htm
281,NuStar Energy LP,0001110805,2008-02-29,NuStar Energy LP_2008-02-29_report_3.html,https://www.sec.gov/Archives/edgar/data/0001110805/0001193125-08-042138-index.htm
282,NuStar Energy LP,0001110805,2007-02-28,NuStar Energy LP_2007-02-28_report_0.html,https://www.sec.gov/Archives/edgar/data/0001110805/0001193125-07-042873-index.htm
283,Omnicare Inc,0000353230,2015-02-25,https://www.sec.gov/Archives/edgar/data/0000353230/000035323015000010/R10.htm,https://www.sec.gov/Archives/edgar/data/0000353230/0000353230-15-000010-index.htm
284,Omnicare Inc,0000353230,2014-02-19,https://www.sec.gov/Archives/edgar/data/0000353230/000035323014000012/R10.htm,https://www.sec.gov/Archives/edgar/data/0000353230/0000353230-14-000012-index.htm
285,Omnicare Inc,0000353230,2013-02-19,https://www.sec.gov/Archives/edgar/data/0000353230/000035323013000009/R12.htm,https://www.sec.gov/Archives/edgar/data/0000353230/0000353230-13-000009-index.htm
286,Omnicare Inc,0000353230,2012-02-23,https://www.sec.gov/Archives/edgar/data/0000353230/000144264312000021/R12.htm,https://www.sec.gov/Archives/edgar/data/0000353230/0001442643-12-000021-index.htm
287,Omnicare Inc,0000353230,2009-02-26,Omnicare Inc_2009-02-26_report_0.html,https://www.sec.gov/Archives/edgar/data/0000353230/0000930413-09-001035-index.htm
288,Omnicare Inc,0000353230,2009-02-26,Omnicare Inc_2009-02-26_report_1.html,https://www.sec.gov/Archives/edgar/data/0000353230/0000930413-09-001035-index.htm
289,Omnicare Inc,0000353230,2008-02-28,Omnicare Inc_2008-02-28_report_0.html,https://www.sec.gov/Archives/edgar/data/0000353230/0000930413-08-001273-index.htm
290,Omnicare Inc,0000353230,2008-02-28,Omnicare Inc_2008-02-28_report_1.html,https://www.sec.gov/Archives/edgar/data/0000353230/0000930413-08-001273-index.htm
291,Omnicare Inc,0000353230,2007-03-01,Omnicare Inc_2007-03-01_report_0.html,https://www.sec.gov/Archives/edgar/data/0000353230/0000930413-07-001883-index.htm
292,Omnicare Inc,0000353230,2007-03-01,Omnicare Inc_2007-03-01_report_1.html,https://www.sec.gov/Archives/edgar/data/0000353230/0000930413-07-001883-index.htm
293,Regency Energy Partners LP,0001338613,2015-02-27,https://www.sec.gov/Archives/edgar/data/0001338613/000133861315000008/R13.htm,https://www.sec.gov/Archives/edgar/data/0001338613/0001338613-15-000008-index.htm
294,Regency Energy Partners LP,0001338613,2014-02-27,https://www.sec.gov/Archives/edgar/data/0001338613/000133861314000012/R13.htm,https://www.sec.gov/Archives/edgar/data/0001338613/0001338613-14-000012-index.htm
295,Regency Energy Partners LP,0001338613,2013-03-01,https://www.sec.gov/Archives/edgar/data/0001338613/000133861313000011/R15.htm,https://www.sec.gov/Archives/edgar/data/0001338613/0001338613-13-000011-index.htm
296,Regency Energy Partners LP,0001338613,2012-02-22,https://www.sec.gov/Archives/edgar/data/0001338613/000133861312000013/R15.htm,https://www.sec.gov/Archives/edgar/data/0001338613/0001338613-12-000013-index.htm
297,Regency Energy Partners LP,0001338613,2011-02-18,Regency Energy Partners LP_2011-02-18_report_0.html,https://www.sec.gov/Archives/edgar/data/0001338613/0001193125-11-039809-index.htm
298,Regency Energy Partners LP,0001338613,2010-03-01,Regency Energy Partners LP_2010-03-01_report_0.html,https://www.sec.gov/Archives/edgar/data/0001338613/0001193125-10-043736-index.htm
299,Regency Energy Partners LP,0001338613,2010-03-01,Regency Energy Partners LP_2010-03-01_report_1.html,https://www.sec.gov/Archives/edgar/data/0001338613/0001193125-10-043736-index.htm
300,Regency Energy Partners LP,0001338613,2009-03-02,Regency Energy Partners LP_2009-03-02_report_0.html,https://www.sec.gov/Archives/edgar/data/0001338613/0001193125-09-041738-index.htm
301,Regency Energy Partners LP,0001338613,2009-03-02,Regency Energy Partners LP_2009-03-02_report_1.html,https://www.sec.gov/Archives/edgar/data/0001338613/0001193125-09-041738-index.htm
302,Regency Energy Partners LP,0001338613,2007-03-30,Regency Energy Partners LP_2007-03-30_report_0.html,https://www.sec.gov/Archives/edgar/data/0001338613/0000950134-07-007003-index.htm
303,Regency Energy Partners LP,0001338613,2007-03-30,Regency Energy Partners LP_2007-03-30_report_1.html,https://www.sec.gov/Archives/edgar/data/0001338613/0000950134-07-007003-index.htm
304,ResMed Inc,0000943819,2012-08-14,https://www.sec.gov/Archives/edgar/data/0000943819/000119312512353206/R26.htm,https://www.sec.gov/Archives/edgar/data/0000943819/0001193125-12-353206-index.htm
305,ResMed Inc,0000943819,2007-08-28,ResMed Inc_2007-08-28_report_0.html,https://www.sec.gov/Archives/edgar/data/0000943819/0001193125-07-190078-index.htm
306,State Bank Financial Corp,0001497275,2017-02-24,https://www.sec.gov/Archives/edgar/data/0001497275/000149727517000018/R10.htm,https://www.sec.gov/Archives/edgar/data/0001497275/0001497275-17-000018-index.htm
307,State Bank Financial Corp,0001497275,2016-02-26,https://www.sec.gov/Archives/edgar/data/0001497275/000149727516000165/R10.htm,https://www.sec.gov/Archives/edgar/data/0001497275/0001497275-16-000165-index.htm
308,State Bank Financial Corp,0001497275,2015-03-13,https://www.sec.gov/Archives/edgar/data/0001497275/000149727515000057/R10.htm,https://www.sec.gov/Archives/edgar/data/0001497275/0001497275-15-000057-index.htm
309,State Bank Financial Corp,0001497275,2014-03-14,https://www.sec.gov/Archives/edgar/data/0001497275/000149727514000022/R10.htm,https://www.sec.gov/Archives/edgar/data/0001497275/0001497275-14-000022-index.htm
310,State Bank Financial Corp,0001497275,2013-03-15,https://www.sec.gov/Archives/edgar/data/0001497275/000149727513000018/R10.htm,https://www.sec.gov/Archives/edgar/data/0001497275/0001497275-13-000018-index.htm
311,State Bank Financial Corp,0001497275,2012-03-15,https://www.sec.gov/Archives/edgar/data/0001497275/000104746912002746/R9.htm,https://www.sec.gov/Archives/edgar/data/0001497275/0001047469-12-002746-index.htm
312,State Bank Financial Corp,0001497275,2011-03-31,State Bank Financial Corp_2011-03-31_report_0.html,https://www.sec.gov/Archives/edgar/data/0001497275/0001047469-11-002978-index.htm
313,State Bank Financial Corp,0001497275,2011-03-31,State Bank Financial Corp_2011-03-31_report_1.html,https://www.sec.gov/Archives/edgar/data/0001497275/0001047469-11-002978-index.htm
314,State Bank Financial Corp,0001497275,2011-03-31,State Bank Financial Corp_2011-03-31_report_2.html,https://www.sec.gov/Archives/edgar/data/0001497275/0001047469-11-002978-index.htm
315,State Bank Financial Corp,0001497275,2011-03-31,State Bank Financial Corp_2011-03-31_report_3.html,https://www.sec.gov/Archives/edgar/data/0001497275/0001047469-11-002978-index.htm
316,State Bank Financial Corp,0001497275,2011-03-31,State Bank Financial Corp_2011-03-31_report_4.html,https://www.sec.gov/Archives/edgar/data/0001497275/0001047469-11-002978-index.htm
317,State Bank Financial Corp,0001497275,2011-03-31,State Bank Financial Corp_2011-03-31_report_5.html,https://www.sec.gov/Archives/edgar/data/0001497275/0001047469-11-002978-index.htm
318,Superior Well Services Inc,0001323715,2010-03-09,Superior Well Services Inc_2010-03-09_report_0.html,https://www.sec.gov/Archives/edgar/data/0001323715/0000950123-10-022634-index.htm
319,Superior Well Services Inc,0001323715,2009-03-13,Superior Well Services Inc_2009-03-13_report_0.html,https://www.sec.gov/Archives/edgar/data/0001323715/0000950152-09-002610-index.htm
320,Superior Well Services Inc,0001323715,2009-03-13,Superior Well Services Inc_2009-03-13_report_1.html,https://www.sec.gov/Archives/edgar/data/0001323715/0000950152-09-002610-index.htm
321,Superior Well Services Inc,0001323715,2009-03-13,Superior Well Services Inc_2009-03-13_report_2.html,https://www.sec.gov/Archives/edgar/data/0001323715/0000950152-09-002610-index.htm
322,Superior Well Services Inc,0001323715,2008-03-11,Superior Well Services Inc_2008-03-11_report_0.html,https://www.sec.gov/Archives/edgar/data/0001323715/0000950152-08-001841-index.htm
323,Time Warner Cable Inc,0001377013,2016-02-12,https://www.sec.gov/Archives/edgar/data/0001377013/000119312516461316/R14.htm,https://www.sec.gov/Archives/edgar/data/0001377013/0001193125-16-461316-index.htm
324,Time Warner Cable Inc,0001377013,2015-02-13,https://www.sec.gov/Archives/edgar/data/0001377013/000119312515048927/R15.htm,https://www.sec.gov/Archives/edgar/data/0001377013/0001193125-15-048927-index.htm
325,Time Warner Cable Inc,0001377013,2014-02-18,https://www.sec.gov/Archives/edgar/data/0001377013/000119312514056642/R13.htm,https://www.sec.gov/Archives/edgar/data/0001377013/0001193125-14-056642-index.htm
326,Time Warner Cable Inc,0001377013,2013-02-15,https://www.sec.gov/Archives/edgar/data/0001377013/000119312513062081/R14.htm,https://www.sec.gov/Archives/edgar/data/0001377013/0001193125-13-062081-index.htm
327,Time Warner Cable Inc,0001377013,2012-02-17,https://www.sec.gov/Archives/edgar/data/0001377013/000119312512066776/R15.htm,https://www.sec.gov/Archives/edgar/data/0001377013/0001193125-12-066776-index.htm
328,VCA Antech Inc,0000817366,2017-02-28,https://www.sec.gov/Archives/edgar/data/0000817366/000162828017001885/R13.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0001628280-17-001885-index.htm
329,VCA Antech Inc,0000817366,2016-02-26,https://www.sec.gov/Archives/edgar/data/0000817366/000162828016011807/R13.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0001628280-16-011807-index.htm
330,VCA Antech Inc,0000817366,2015-02-27,https://www.sec.gov/Archives/edgar/data/0000817366/000162828015001124/R12.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0001628280-15-001124-index.htm
331,VCA Antech Inc,0000817366,2014-02-28,https://www.sec.gov/Archives/edgar/data/0000817366/000081736614000002/R15.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0000817366-14-000002-index.htm
332,VCA Antech Inc,0000817366,2013-03-01,https://www.sec.gov/Archives/edgar/data/0000817366/000081736613000003/R15.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0000817366-13-000003-index.htm
333,VCA Antech Inc,0000817366,2012-02-29,https://www.sec.gov/Archives/edgar/data/0000817366/000119312512088954/R13.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0001193125-12-088954-index.htm
334,VCA Antech Inc,0000817366,2010-02-26,VCA Antech Inc_2010-02-26_report_0.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950123-10-018314-index.htm
335,VCA Antech Inc,0000817366,2010-02-26,VCA Antech Inc_2010-02-26_report_1.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950123-10-018314-index.htm
336,VCA Antech Inc,0000817366,2009-02-27,VCA Antech Inc_2009-02-27_report_0.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950134-09-004012-index.htm
337,VCA Antech Inc,0000817366,2009-02-27,VCA Antech Inc_2009-02-27_report_1.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950134-09-004012-index.htm
338,VCA Antech Inc,0000817366,2009-02-27,VCA Antech Inc_2009-02-27_report_2.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950134-09-004012-index.htm
339,VCA Antech Inc,0000817366,2009-02-27,VCA Antech Inc_2009-02-27_report_3.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950134-09-004012-index.htm
340,VCA Antech Inc,0000817366,2008-02-29,VCA Antech Inc_2008-02-29_report_0.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950148-08-000048-index.htm
341,VCA Antech Inc,0000817366,2008-02-29,VCA Antech Inc_2008-02-29_report_1.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950148-08-000048-index.htm
342,VCA Antech Inc,0000817366,2008-02-29,VCA Antech Inc_2008-02-29_report_2.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950148-08-000048-index.htm
343,VCA Antech Inc,0000817366,2007-03-01,VCA Antech Inc_2007-03-01_report_0.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950124-07-001227-index.htm
344,VCA Antech Inc,0000817366,2007-03-01,VCA Antech Inc_2007-03-01_report_1.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950124-07-001227-index.htm
345,VCA Antech Inc,0000817366,2007-03-01,VCA Antech Inc_2007-03-01_report_2.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950124-07-001227-index.htm
346,VCA Inc,0000817366,2017-02-28,https://www.sec.gov/Archives/edgar/data/0000817366/000162828017001885/R13.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0001628280-17-001885-index.htm
347,VCA Inc,0000817366,2016-02-26,https://www.sec.gov/Archives/edgar/data/0000817366/000162828016011807/R13.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0001628280-16-011807-index.htm
348,VCA Inc,0000817366,2015-02-27,https://www.sec.gov/Archives/edgar/data/0000817366/000162828015001124/R12.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0001628280-15-001124-index.htm
349,VCA Inc,0000817366,2014-02-28,https://www.sec.gov/Archives/edgar/data/0000817366/000081736614000002/R15.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0000817366-14-000002-index.htm
350,VCA Inc,0000817366,2013-03-01,https://www.sec.gov/Archives/edgar/data/0000817366/000081736613000003/R15.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0000817366-13-000003-index.htm
351,VCA Inc,0000817366,2012-02-29,https://www.sec.gov/Archives/edgar/data/0000817366/000119312512088954/R13.htm,https://www.sec.gov/Archives/edgar/data/0000817366/0001193125-12-088954-index.htm
352,VCA Inc,0000817366,2010-02-26,VCA Inc_2010-02-26_report_0.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950123-10-018314-index.htm
353,VCA Inc,0000817366,2010-02-26,VCA Inc_2010-02-26_report_1.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950123-10-018314-index.htm
354,VCA Inc,0000817366,2009-02-27,VCA Inc_2009-02-27_report_0.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950134-09-004012-index.htm
355,VCA Inc,0000817366,2009-02-27,VCA Inc_2009-02-27_report_1.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950134-09-004012-index.htm
356,VCA Inc,0000817366,2009-02-27,VCA Inc_2009-02-27_report_2.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950134-09-004012-index.htm
357,VCA Inc,0000817366,2009-02-27,VCA Inc_2009-02-27_report_3.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950134-09-004012-index.htm
358,VCA Inc,0000817366,2008-02-29,VCA Inc_2008-02-29_report_0.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950148-08-000048-index.htm
359,VCA Inc,0000817366,2008-02-29,VCA Inc_2008-02-29_report_1.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950148-08-000048-index.htm
360,VCA Inc,0000817366,2008-02-29,VCA Inc_2008-02-29_report_2.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950148-08-000048-index.htm
361,VCA Inc,0000817366,2007-03-01,VCA Inc_2007-03-01_report_0.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950124-07-001227-index.htm
362,VCA Inc,0000817366,2007-03-01,VCA Inc_2007-03-01_report_1.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950124-07-001227-index.htm
363,VCA Inc,0000817366,2007-03-01,VCA Inc_2007-03-01_report_2.html,https://www.sec.gov/Archives/edgar/data/0000817366/0000950124-07-001227-index.htm
364,Vonage Holdings Corp,0001272830,2017-02-28,https://www.sec.gov/Archives/edgar/data/0001272830/000127283017000018/R19.htm,https://www.sec.gov/Archives/edgar/data/0001272830/0001272830-17-000018-index.htm
365,Vonage Holdings Corp,0001272830,2016-02-12,https://www.sec.gov/Archives/edgar/data/0001272830/000127283016000113/R19.htm,https://www.sec.gov/Archives/edgar/data/0001272830/0001272830-16-000113-index.htm
366,Vonage Holdings Corp,0001272830,2015-02-13,https://www.sec.gov/Archives/edgar/data/0001272830/000127283015000025/R19.htm,https://www.sec.gov/Archives/edgar/data/0001272830/0001272830-15-000025-index.htm
367,Vonage Holdings Corp,0001272830,2014-02-13,https://www.sec.gov/Archives/edgar/data/0001272830/000127283014000020/R19.htm,https://www.sec.gov/Archives/edgar/data/0001272830/0001272830-14-000020-index.htm
368,Vonage Holdings Corp,0001272830,2010-02-26,Vonage Holdings Corp_2010-02-26_report_0.html,https://www.sec.gov/Archives/edgar/data/0001272830/0001193125-10-043170-index.htm
369,WESCO International Inc,0000929008,2017-02-22,https://www.sec.gov/Archives/edgar/data/0000929008/000092900817000005/R11.htm,https://www.sec.gov/Archives/edgar/data/0000929008/0000929008-17-000005-index.htm
370,WESCO International Inc,0000929008,2016-02-22,https://www.sec.gov/Archives/edgar/data/0000929008/000092900816000049/R11.htm,https://www.sec.gov/Archives/edgar/data/0000929008/0000929008-16-000049-index.htm
371,WESCO International Inc,0000929008,2015-02-24,https://www.sec.gov/Archives/edgar/data/0000929008/000092900815000006/R11.htm,https://www.sec.gov/Archives/edgar/data/0000929008/0000929008-15-000006-index.htm
372,WESCO International Inc,0000929008,2014-02-21,https://www.sec.gov/Archives/edgar/data/0000929008/000092900814000006/R12.htm,https://www.sec.gov/Archives/edgar/data/0000929008/0000929008-14-000006-index.htm
373,WESCO International Inc,0000929008,2013-03-01,https://www.sec.gov/Archives/edgar/data/0000929008/000092900813000009/R13.htm,https://www.sec.gov/Archives/edgar/data/0000929008/0000929008-13-000009-index.htm
374,WESCO International Inc,0000929008,2012-02-22,https://www.sec.gov/Archives/edgar/data/0000929008/000092900812000010/R13.htm,https://www.sec.gov/Archives/edgar/data/0000929008/0000929008-12-000010-index.htm
375,WESCO International Inc,0000929008,2011-02-25,WESCO International Inc_2011-02-25_report_0.html,https://www.sec.gov/Archives/edgar/data/0000929008/0000950123-11-018103-index.htm
376,WESCO International Inc,0000929008,2011-02-25,WESCO International Inc_2011-02-25_report_1.html,https://www.sec.gov/Archives/edgar/data/0000929008/0000950123-11-018103-index.htm
377,WESCO International Inc,0000929008,2010-02-26,WESCO International Inc_2010-02-26_report_0.html,https://www.sec.gov/Archives/edgar/data/0000929008/0000950123-10-018312-index.htm
378,WESCO International Inc,0000929008,2009-02-27,WESCO International Inc_2009-02-27_report_0.html,https://www.sec.gov/Archives/edgar/data/0000929008/0000950152-09-001958-index.htm
379,WESCO International Inc,0000929008,2008-02-29,WESCO International Inc_2008-02-29_report_0.html,https://www.sec.gov/Archives/edgar/data/0000929008/0000950152-08-001567-index.htm
380,WESCO International Inc,0000929008,2008-02-29,WESCO International Inc_2008-02-29_report_1.html,https://www.sec.gov/Archives/edgar/data/0000929008/0000950152-08-001567-index.htm
381,WESCO International Inc,0000929008,2007-03-01,WESCO International Inc_2007-03-01_report_0.html,https://www.sec.gov/Archives/edgar/data/0000929008/0000950152-07-001674-index.htm
382,WESCO International Inc,0000929008,2007-03-01,WESCO International Inc_2007-03-01_report_1.html,https://www.sec.gov/Archives/edgar/data/0000929008/0000950152-07-001674-index.htm
383,Zayo Group Holdings Inc,0001608249,2017-08-22,https://www.sec.gov/Archives/edgar/data/0001608249/000155837017006767/R10.htm,https://www.sec.gov/Archives/edgar/data/0001608249/0001558370-17-006767-index.htm
384,Zayo Group Holdings Inc,0001608249,2016-08-26,https://www.sec.gov/Archives/edgar/data/0001608249/000155837016008117/R10.htm,https://www.sec.gov/Archives/edgar/data/0001608249/0001558370-16-008117-index.htm
385,Zayo Group Holdings Inc,0001608249,2015-09-18,https://www.sec.gov/Archives/edgar/data/0001608249/000156459015008052/R10.htm,https://www.sec.gov/Archives/edgar/data/0001608249/0001564590-15-008052-index.htm
